user_id,user_role,department,years_of_experience,login_timestamp,login_hour,login_day_of_week,login_location,device_type,daily_login_count,failed_login_attempts,records_accessed_count,records_modified_count,sensitive_record_access,cross_department_access,session_duration_minutes,anomaly_label
963,Nurse,Neurology,1,1/20/2022,12,Wednesday,Hospital Network,Desktop,26,1,17,7,No,No,180,0
964,Admin Staff,Pediatrics,15,3/19/2022,20,Wednesday,Hospital Network,Desktop,16,9,273,53,No,No,14,0
965,Admin Staff,Cardiology,11,3/20/2022,10,Wednesday,Hospital Network,Mobile,17,0,135,72,No,No,13,0
966,Doctor,Oncology,2,4/26/2022,15,Thursday,Hospital Network,Mobile,29,6,246,25,No,No,58,0
967,Doctor,Emergency,1,1/12/2022,6,Friday,Hospital Network,Tablet,1,2,96,65,No,No,65,0
968,Nurse,Emergency,24,12/28/2022,23,Sunday,Hospital Network,Mobile,21,4,226,77,No,No,115,0
969,Admin Staff,Neurology,11,10/9/2022,9,Wednesday,Hospital Network,Mobile,6,1,66,19,No,No,50,0
970,Nurse,Pediatrics,27,11/17/2022,0,Friday,Hospital Network,Desktop,25,5,138,61,No,Yes,69,0
971,Nurse,Cardiology,6,7/30/2022,20,Tuesday,Remote VPN,Mobile,10,5,162,59,No,Yes,170,1
972,Admin Staff,Cardiology,17,1/23/2022,12,Saturday,Remote VPN,Desktop,13,1,18,42,No,No,175,0
973,Nurse,Pediatrics,24,9/2/2022,16,Monday,Hospital Network,Desktop,15,4,39,80,No,No,47,0
974,Nurse,Emergency,11,1/8/2022,16,Friday,Hospital Network,Desktop,17,0,146,60,No,Yes,20,0
975,Nurse,Neurology,4,1/13/2022,1,Wednesday,Hospital Network,Desktop,26,2,294,43,No,No,99,0
976,Nurse,Oncology,6,7/8/2022,11,Sunday,Hospital Network,Mobile,16,4,246,67,No,No,82,0
977,Doctor,Cardiology,6,8/10/2022,12,Tuesday,Hospital Network,Tablet,18,8,245,41,Yes,No,28,0
978,Doctor,Emergency,25,7/28/2022,10,Tuesday,Hospital Network,Desktop,8,10,288,38,No,No,25,0
979,Admin Staff,Oncology,15,7/20/2022,16,Tuesday,Remote VPN,Mobile,20,7,280,21,No,No,87,0
980,Admin Staff,Emergency,27,1/23/2022,13,Sunday,Hospital Network,Desktop,25,2,215,2,No,No,89,0
981,Admin Staff,Neurology,16,9/14/2022,8,Tuesday,Unknown IP,Mobile,21,1,75,57,No,No,94,0
982,Doctor,Pediatrics,19,3/25/2022,21,Monday,Unknown IP,Mobile,16,7,35,44,No,No,171,0
983,Doctor,Oncology,2,11/25/2022,5,Tuesday,Unknown IP,Tablet,25,3,146,33,No,No,63,0
984,Doctor,Emergency,28,3/1/2022,0,Thursday,Hospital Network,Mobile,22,7,142,37,No,No,68,0
985,Doctor,Oncology,15,3/20/2022,23,Friday,Hospital Network,Mobile,24,9,93,71,No,No,154,0
986,Admin Staff,Oncology,25,12/30/2022,8,Wednesday,Hospital Network,Tablet,29,9,239,32,No,No,125,0
987,Doctor,Neurology,27,7/4/2022,19,Wednesday,Hospital Network,Tablet,4,9,242,49,No,No,108,0
988,Nurse,Neurology,9,10/18/2022,21,Thursday,Remote VPN,Desktop,1,0,45,30,No,No,34,0
989,Doctor,Cardiology,2,5/2/2022,0,Sunday,Hospital Network,Tablet,12,4,115,11,Yes,No,44,0
990,Doctor,Neurology,10,7/30/2022,19,Thursday,Remote VPN,Mobile,20,2,264,24,No,No,44,0
991,Admin Staff,Emergency,22,7/13/2022,5,Thursday,Hospital Network,Desktop,13,1,51,51,No,No,139,1
992,Admin Staff,Cardiology,30,3/9/2022,22,Saturday,Hospital Network,Mobile,27,7,202,42,No,No,112,0
993,Nurse,Pediatrics,23,6/27/2022,19,Tuesday,Hospital Network,Tablet,4,4,34,60,No,No,13,0
994,Nurse,Cardiology,2,9/25/2022,20,Saturday,Hospital Network,Mobile,20,9,242,25,No,No,107,0
995,Doctor,Pediatrics,30,11/3/2022,16,Monday,Hospital Network,Desktop,20,3,200,33,No,No,36,0
996,Admin Staff,Cardiology,6,2/19/2022,5,Sunday,Hospital Network,Tablet,4,9,176,58,No,No,41,0
997,Doctor,Emergency,20,9/5/2022,23,Sunday,Hospital Network,Mobile,7,9,255,39,Yes,No,20,1
998,Nurse,Oncology,25,5/8/2022,1,Saturday,Remote VPN,Mobile,13,10,183,14,No,No,11,0
999,Doctor,Cardiology,13,12/24/2022,11,Wednesday,Remote VPN,Tablet,20,2,202,78,No,No,153,0
1000,Nurse,Emergency,15,10/22/2022,14,Sunday,Hospital Network,Tablet,26,4,152,52,No,No,151,0
